,SongID,Artist,Title,Artist_Sorted,Title_Sorted
3674,10834,Billy Joel,I Go To Extremes,3665,13509
3675,10837,Billy Joel,Innocent Man,3666,14574
3676,10838,Billy Joel,Just The Way You Are,3667,16355
3677,10847,Billy Joel,Keepin' The Faith,3668,16427
3678,10850,Billy Joel,Leave A Tender Moment Alone,3669,17210
3679,21143,Billy Joel,Leningrad,3670,17284
3680,10853,Billy Joel,Lenningrad,3671,17285
3681,10854,Billy Joel,Longest Time,3672,18231
3682,10856,Billy Joel,Lullaby (Goodnight My Angel),3673,18983
3683,10857,Billy Joel,Lullabye (Goodnight My Angel),3674,18986
3684,21144,Billy Joel,Matter Of Trust A,3675,19434
3685,10859,Billy Joel,Miami 2017 (Seen The Light Go,3676,19513
3686,21145,Billy Joel,Minor Variation,3677,19647
3687,21146,Billy Joel,Movin Out,3679,20118
3688,10862,Billy Joel,Movin' Out (Anthony's Song),3678,20115
3689,10865,Billy Joel,My Life,3680,20449
3690,10868,Billy Joel,New York State Of Mind,3681,20947
3691,10873,Billy Joel,No Man's Land,3682,21213
3692,10874,Billy Joel,Only The Good Die Young,3683,22210
3693,10877,Billy Joel,Piano Man,3684,22940
3694,10885,Billy Joel,River Of Dreams,3685,24449
3695,21153,Billy Joel,Say Goodbye To Hollywood,3686,25231
3696,10891,Billy Joel,Scenes From An Itailian Restua,3687,25287
3697,10892,Billy Joel,Shamelss,3688,25698
3698,10893,Billy Joel,She's Always A Woman,3689,25816
3699,10894,Billy Joel,She's Got A Way (Live Version),3690,25836
3700,10898,Billy Joel,Stiletto,3691,27569
3701,21155,Billy Joel,Storm Front,3692,27677
3702,21156,Billy Joel,Stranger,3693,27731
3703,10902,Billy Joel,Tell Her About It,3694,28659
3704,10907,Billy Joel,The Longest Time,3695,29194
3705,21158,Billy Joel,The River Of Dreams,3696,29476
3706,21159,Billy Joel,The Stranger,3697,29563
3707,10909,Billy Joel,This Is The Time,3698,29873
3708,10910,Billy Joel,This Night,3699,29913
3709,21160,Billy Joel,To Make You Feel My Love,3700,30348
3710,10912,Billy Joel,Two Thousand Years,3701,31126
3711,10913,Billy Joel,Uptown Girl,3702,31463
3712,10922,Billy Joel,Vienna,3703,31608
3713,10923,Billy Joel,We Didn't Start The Fire,3704,32159
3714,10927,Billy Joel,Where We're You,3705,33098
3715,10928,Billy Joel,You May Be Right,3706,34355
3716,10931,Billy Joel,You're Only Human (Second Wind,3707,34502
3717,10801,Billy Joel & Ray Charles,Baby Grand,3656,2238
3718,10802,Billy Joel & Tony Bennett,Billy Joel & Tony Bennett - Ne,3658,3182
3719,10932,Billy Jones,Yes We Have No Bananas,3711,34065
3720,21166,Billy Ocean,Caribbean Qqueen,3715,4513
3721,10933,Billy Ocean,Caribbean Queen,3716,4514
3722,10938,Billy Ocean,Carribean Queen,3717,4542
3723,21168,Billy Ocean,Colour Of Love,3718,5268
3724,10942,Billy Ocean,Get Outta My Dreams Get Into M,3721,9933
3725,10941,Billy Ocean,Get Outta My Dreams,3719,9931
3726,10943,Billy Ocean,Get Outta My Dreams Get Into,3720,9932
3727,21169,Billy Ocean,Lod (Love On Delivery),3722,18126
3728,21170,Billy Ocean,Love Is Forever,3723,18636
3729,10946,Billy Ocean,Love Really Hurts Without You,3725,18753
3730,21171,Billy Ocean,Love Zone,3726,18903
3731,21172,Billy Ocean,Loverboy,3724,18750
3732,10952,Billy Ocean,Mystery Lady,3727,20559
3733,21173,Billy Ocean,Red Light Spells Danger,3728,24102
3734,21174,Billy Ocean,Suddenly,3729,27870
3735,10959,Billy Ocean,Tear Down These Walls,3730,28573
3736,10960,Billy Ocean,There'll Be Sad Songs (To Make,3731,29394
3737,21176,Billy Ocean,When The Going Gets Tough The,3733,32864
3738,10962,Billy Ocean,When The Going Gets Tough Toug,3734,32866
3739,10963,Billy Ocean,When The Going Gets Tough,3732,32863
3740,21180,Billy Preston,Nothing From Nothing,3736,21425
3741,10974,Billy Preston,Will It Go Round In Circles,3737,33491
3742,10968,Billy Preston & Syreeta,With You I'm Born Again (Duet),3738,33673
3743,10975,Billy Ray And Miley Cyrus Cyru,Stand,3739,27311
3744,10976,Billy Ray Cyrus,Achy Braky Heart,3740,369
3745,10977,Billy Ray Cyrus,Achy Breaky Heart,3741,370
3746,10988,Billy Ray Cyrus,Always Sixteen,3742,1232
3747,10989,Billy Ray Cyrus,Burn Down The Trailer Park,3743,4047
3748,21183,Billy Ray Cyrus,Busy Man,3744,4092
3749,10992,Billy Ray Cyrus,Crazy 'Bout You Baby,3745,5817
3750,21184,Billy Ray Cyrus,Give My Heart To You,3746,10176
3751,10995,Billy Ray Cyrus,Heart Of A Woman,3747,11376
3752,21186,Billy Ray Cyrus,I'm So Miserable,3748,14302
3753,10996,Billy Ray Cyrus,In The Heart Of A Woman,3749,14656
3754,10997,Billy Ray Cyrus,One Last Thrill,3750,21991
3755,21189,Billy Ray Cyrus,Ready Set Don't Go,3751,23996
3756,21190,Billy Ray Cyrus,She's Not Crying Anymore,3752,25866
3757,11000,Billy Ray Cyrus,Some Gave All,3755,26762
3758,11001,Billy Ray Cyrus,Somebody New,3753,26696
3759,21193,Billy Ray Cyrus,Somebody Said A Prayer,3754,26698
3760,21194,Billy Ray Cyrus,Storm In The Heartland,3756,27679
3761,11004,Billy Ray Cyrus,Talk Some,3757,28504
3762,11005,Billy Ray Cyrus,Trail Of Tears,3758,30664
3763,21196,Billy Ray Cyrus,Under The Hood,3759,31262
3764,11007,Billy Ray Cyrus,Where Am I Gonna Live,3760,32993
3765,11009,Billy Ray Cyrus,Words By Heart,3761,33790
3766,21198,Billy Ray Cyrus,You Won't Be Lonely Now,3762,34714
3767,11012,Billy Ray Martin,Your Loving Arms (Remix),3763,34591
3768,11014,Billy Squier,In The Dark,3764,14645
3769,11015,Billy Squier,The Stroke,3765,29566
3770,11016,Billy Stewart,Summertime,3766,27995
3771,11017,Billy Swan,I Can Help,3767,12782
3772,11020,Billy Talent,Devil In A Midnight Mass,3768,6602
3773,11021,Billy Talent,Try Honesty,3770,30857
3774,11022,Billy Thorpe,I Told The Brook,3771,15078
3775,11023,Billy Thorpe,Over The Rainbow,3772,22541
3776,11024,Billy Thorpe,Poison Ivy,3773,23173
3777,11028,Billy Vera,At This Moment,3774,2048
3778,11029,Billy Williams,I'm Gonna Sit Right Down & Wri,3775,14132
3779,21208,Billy Yates,Flowers,3776,9213
3780,11031,"Billy, Suzy Bogguss Dean & Jil",Keep Mom And Dad In Love,3550,16436
3781,11032,Bina Mistry,Feeling Hot Hot Hot,3777,8877
3782,11037,Bing Crosby,Ac Cent Tchu Ate The Positive,3778,346
3783,11038,Bing Crosby,Around The World In 80 Days,3779,1896
3784,11039,Bing Crosby,Deep In The Heart Of Texas,3780,6475
3785,21210,Bing Crosby,Do You Hear What I Hear,3781,7431
3786,11043,Bing Crosby,Far Away Places,3782,8783
3787,11044,Bing Crosby,Goodnight Sweetheart,3783,10561
3788,11045,Bing Crosby,Here Comes Santa Claus,3784,11604
3789,11046,Bing Crosby,Ida Sweet As Apple Cider,3785,12929
3790,11047,Bing Crosby,If I Had My Way,3786,13212
3791,11048,Bing Crosby,In The Good Old Summertime,3787,14654
3792,11049,Bing Crosby,It's Easy To Remember,3788,15186
3793,11050,Bing Crosby,June In January,3789,16180
3794,11051,Bing Crosby,Lullaby In Ragtime,3790,18990
3795,11052,Bing Crosby,Pennies From Heaven,3793,22814
3796,11053,Bing Crosby,Some Enchanted Evening,3795,26758
3797,11054,Bing Crosby,Stardust,3796,27359
3798,11055,Bing Crosby,Steppin' Out With My Baby,3797,27541
3799,11056,Bing Crosby,Sweet Leilani,3798,28275
3800,11057,Bing Crosby,Swingin on a Star,3800,28343
3801,11058,Bing Crosby,Swinging On A Star,3799,28340
3802,11060,Bing Crosby,True Love,3801,30812
3803,11061,Bing Crosby,When Irish Eyes Are Smiling,3803,32790
3804,11062,Bing Crosby,Whiffenpoof Song,3804,33114
3805,11063,Bing Crosby,White Christmas,3805,33174
3806,11067,Bing Crosby,Wyoming Lullaby,3806,33953
3807,21215,Bing Crosby,You Are My Sunshine,3807,34154
3808,11069,Bing Crosby,You Must Have Been A Beautiful,3808,34361
3809,11070,Bing Crosby,You're Breaking My Heart,3809,34448
3810,11071,Bing Crosby,You're The Top,3810,34560
3811,11033,Bing Crosby & Bob Hope,Road To Morocco,3794,24472
3812,11034,Bing Crosby & David Bowie,Peace On Earthlittle Drummer B,3792,22780
3813,11035,Bing Crosby & Frank Sinatra,Well Did You Evah,3802,32260
3814,11072,Bing Crosby Or Pat Boone,Count Your Blessing Instead Of,3811,5718
3815,21216,Bingo Players & Far East Movem,Get Up (Rattle),3812,9973
3816,21217,Bird York,In The Deep,3822,14646
3817,21218,Birdman & Lil Wayne,Pop Bottles,3813,23223
3818,21219,Birds,Mr Tambourine Man,3814,20173
3819,11076,Birds Of Tokyo,Plans,3816,23046
3820,11077,Birds Of Tokyo,Wild At Heart,3817,33431
3821,11075,Birds of Tokyo,Anchor,3815,1451
3822,11078,Birdy,Not About Angels,3818,21354
3823,21220,Birdy,People Help The People,3819,22838
3824,21221,Birdy,Skinny Love,3820,26392
3825,11080,Birdy,Wings (Acoustic),3821,33536
3826,21223,Bishop Paul S. Morton,Your Best Days Yet,3823,34420
3827,11085,Bj Thomas,Mighty Clouds Of Joy,3842,19587
3828,11090,Bjork,Hyper Ballad,3825,12639
3829,18891,Bjork,It's Oh So Quiet,3826,15265
3830,11092,Bjork,It's Oh So Quite,3827,15266
3831,11093,Bjork,Its So Quiet,3828,15316
3832,11094,Bjork,Oh So Quiet,3829,21680
3833,21225,Bjork & David Arnold,Play Dead,3830,23057
3834,21228,Bjorn Afzelius,En Kungens Man,3831,8139
3835,21229,Bjorn Afzelius,Tusen Bitar,3832,31009
3836,21230,Bjorn Skifs,Michelangelo,3833,19534
3837,21231,Bjorn Skifs,Varre Framat Natten,3834,31537
3838,11099,Black,Wonderful Life,3846,33734
3839,21233,Black Angels,Evil Things,3847,8562
3840,21234,Black Box,Ride On Time,3848,24324
3841,11103,Black Buddafly,Rock-A-Bye,3849,24492
3842,21235,Black Crowes,Go Faster,3851,10306
3843,11105,Black Crowes,Hard To Handle,3852,11136
3844,11110,Black Crowes,Jealous Again,3853,15887
3845,21238,Black Crowes,Kicking My Heart Around,3854,16506
3846,21239,Black Crowes,Lickin',3855,17596
3847,21240,Black Crowes,Only A Fool,3856,22156
3848,11116,Black Crowes,Remedy,3857,24177
3849,21242,Black Crowes,Seeing Things,3858,25406
3850,21243,Black Crowes,She Talks To Angels,3859,25891
3851,21244,Black Crowes,Soul Singing,3860,27105
3852,21245,Black Crowes,Twice As Hard,3861,31056
3853,11123,Black Crows,Twice As Hard,3862,31057
3854,11125,Black Eyed Peas,Boom Boom Pow,3863,3598
3855,11127,Black Eyed Peas,Don't Lie,3864,7100
3856,11130,Black Eyed Peas,Don't Phunk With My Heart,3865,7125
3857,21251,Black Eyed Peas,Don't Stop The Party,3866,7182
3858,11134,Black Eyed Peas,Hey Mama,3867,11802
3859,11137,Black Eyed Peas,I Gotta Feelin',3868,13516
3860,11138,Black Eyed Peas,I Gotta Feeling,3869,13517
3861,11143,Black Eyed Peas,Imma Be,3870,14207
3862,21257,Black Eyed Peas,Just Can't Get Enough,3872,16259
3863,21258,Black Eyed Peas,Let's Get It Started,3873,17438
3864,21259,Black Eyed Peas,Let's Get Retarded,3874,17443
3865,11146,Black Eyed Peas,Mas Que Nada,3875,19401
3866,21261,Black Eyed Peas,Missing You,3876,19723
3867,11147,Black Eyed Peas,My Humps,3877,20423
3868,11150,Black Eyed Peas,Pump It,3878,23562
3869,11153,Black Eyed Peas,Request Line,3879,24216
3870,21265,Black Eyed Peas,Rock That Body,3880,24642
3871,21266,Black Eyed Peas,Shut Up,3881,26044
3872,11157,Black Eyed Peas,The Time (The Dirty Bit),3882,29586
3873,21267,Black Eyed Peas,Time (Dirty Bit),3883,30177
3874,11158,Black Eyed Peas,Where Is The Love,3884,33048
3875,21256,Black Eyed peas,Imme Be,3871,14208
3876,11160,Black Girl,Let's Do It Again,3886,17418
3877,21268,Black Grape,In The Name Of The Father,3887,14675
3878,21269,Black Heart,Stooshe,3903,27647
3879,11162,Black Jack,Inget Kan Stoppa Oss Nu,3904,14520
3880,11163,Black Keys,Fever,3905,8948
3881,11165,Black Keys,Howlin For You,3906,12479
3882,11166,Black Keys,Lonely Boy,3907,18170
3883,21270,Black Kids,Hurricane Jane,3909,12599
3884,11167,Black Kids,I'm Not Gonna Teach Your Boyfr,3910,14232
3885,11168,Black Lab,Keep Myself Awake,3911,16440
3886,21271,Black Lab,Time Ago,3912,30189
3887,11170,Black Label Society,Blessed Hayride,3913,3341
3888,11171,Black Label Society,Stillborn,3914,27578
3889,11172,Black Lace,Agadoo,3915,523
3890,11177,Black Lace,Do The Conga,3916,7314
3891,11180,Black Lace,Gang Bang,3917,9780
3892,21274,Black Lace,Hokey Cokey,3918,11991
3893,11184,Black Lace,I Am The Music Man,3919,12702
3894,11188,Black Lace,Music Man,3920,20236
3895,11189,Black Lace,Penny Arcade,3921,22815
3896,11190,Black Lace,Superman (Gioca Jouer),3922,28102
3897,11194,Black Lace,Wig Wam Bam,3923,33423
3898,21277,Black Lillies,Same Mistakes,3924,25047
3899,21279,Black Oak Arkansas,Jim Dandy,3925,16001
3900,21280,Black Rebel Motorcycle Club,Let The Day Begin,3926,17531
3901,11196,Black Rob P. Diddy & Mark Curr,Bad Boy For Life,3927,2417
3902,11197,Black Sabbath,After Forever,3928,494
3903,11198,Black Sabbath,Behind Wall Of Sleep,3929,2833
3904,11199,Black Sabbath,Black Sabbath,3930,3283
3905,21284,Black Sabbath,Children Of The Grave,3931,4924
3906,11200,Black Sabbath,Heaven & Hell,3933,11439
3907,21287,Black Sabbath,Iron Man,3934,14826
3908,11204,Black Sabbath,Mob Rules,3935,19806
3909,11205,Black Sabbath,NIB,3938,20967
3910,11207,Black Sabbath,Neon Knights,3936,20753
3911,11208,Black Sabbath,Never Say Die,3937,20856
3912,11209,Black Sabbath,Paranoid,3939,22663
3913,11215,Black Sabbath,Planet Caravan,3940,23041
3914,11216,Black Sabbath,Sabbath Bloody Sabbath,3941,24964
3915,11217,Black Sabbath,Supernaut,3942,28114
3916,11218,Black Sabbath,Sweet Leaf,3943,28274
3917,11220,Black Sabbath,Tomorrow's Dream,3944,30379
3918,11221,Black Sabbath,War Pigs,3945,31959
3919,21296,Black Sabbeth & Ozzy Osbourne,Paranoid,3946,22662
3920,11224,Black Sheep,The Choice Is Yours,3947,28965
3921,21297,Black Slate,Amigo,3948,1368
3922,11226,Black Sorrows,Chained To The Wheel,3949,4720
3923,11227,Blackbyrds,Walkin' In Rhythm,3850,31830
3924,11230,Blackfoot,Highway Song,3885,11926
3925,21299,Blackhawk,Almost A Memory Now,3888,1120
3926,21300,Blackhawk,Big Guitar,3889,3116
3927,21301,Blackhawk,Days Of America,3890,6367
3928,21302,Blackhawk,Down In Flames,3891,7374
3929,21303,Blackhawk,Every Once In A While,3892,8441
3930,21304,Blackhawk,Goodbye Says It All,3893,10456
3931,21305,Blackhawk,Hole In My Heart,3894,12074
3932,11239,Blackhawk,I Can Sure Smell The Rain,3895,12804
3933,21306,Blackhawk,I Need You All The Time,3897,14489
3934,21307,Blackhawk,I Sure Can Smell The Rain,3898,14967
3935,11242,Blackhawk,I'm Not Strong Enough To Say N,3896,14242
3936,11243,Blackhawk,Like There Ain't No Yesterday,3899,17758
3937,21308,Blackhawk,Postmarked Birmingham,3900,23304
3938,21309,Blackhawk,There You Have It,3901,29466
3939,11246,Blackhawk,Your Own Little Corner Of My H,3902,34606
3940,11247,Blackstreet,Before I Let You Go,3950,2798
3941,21310,Blackstreet,No Diggity,3951,21152
3942,11249,Blackstreet,Tonight's The Night,3952,30428
3943,11251,Blaine Larsen,Best Man,3953,2947
3944,11253,Blaine Larsen,How Do You Get That Lonely,3954,12445
3945,11256,Blaine Larsen,I Don't Know What She Said,3955,13018
3946,21311,Blaine Larsen & Gretchen Wilso,Lips Of A Bottle,3956,17793
3947,11257,Blaine Larson,How Do You Get That Lonely,3957,12444
3948,21316,Blair,Have Fun Go Mad,3958,11211
3949,21317,Blake & Brian,Another Perfect Day,3959,1650
3950,11260,Blake & Trace Adkins Shelton,Hillbilly Bone,3960,11934
3951,11263,Blake Shelton,All About Tonight,3961,820
3952,11264,Blake Shelton,Austin,3962,2083
3953,11269,Blake Shelton,Baby,3963,2187
3954,11271,Blake Shelton,Came Here To Forget,3964,4251
3955,11274,Blake Shelton,Doin' What She Likes,3965,6907
3956,11275,Blake Shelton,Gonna,3967,10406
3957,11276,Blake Shelton,Goodbye Time,3968,10460
3958,21320,Blake Shelton,Heavy Liftin',3969,11477
3959,11282,Blake Shelton,Home,3971,12144
3960,11284,Blake Shelton,Honey Bee,3972,12202
3961,11285,Blake Shelton,I'll Just Hold On,3973,13859
3962,11286,Blake Shelton,Kiss My Country Ass,3974,16631
3963,11287,Blake Shelton,Neon Light,3977,20754
3964,11288,Blake Shelton,Ol Red,3978,21814
3965,11292,Blake Shelton,Over,3979,22513
3966,11294,Blake Shelton,Playboys Of The South Western,3980,23053
3967,11295,Blake Shelton,Playboys Of The Southwestern W,3981,23054
3968,21325,Blake Shelton,Playboys Of The Soutwestern Wo,3982,23055
3969,11296,Blake Shelton,Sangria,3983,25078
3970,11297,Blake Shelton,She Wouldn't Be Gone,3984,25917
3971,11298,Blake Shelton,Some Beach,3985,26683
3972,11302,Blake Shelton,Sunny In Seattle,3986,28051
3973,11303,Blake Shelton,Sure Be Cool If You Did,3987,28137
3974,11304,Blake Shelton,The Baby,3988,28888
3975,11305,Blake Shelton,When Somebody Knows You That W,3989,32847
3976,21328,Blake Shelton,Who Are You When I'm Not Looki,3990,33213
3977,11261,Blake Shelton & Gwen Sebastian,My Eyes,3976,20338
3978,11262,Blake Shelton & Trace Adkins,Hillbilly Bone,3970,11935
3979,11306,Blake Shelton Feat. Ashley Mon,Lonely Tonight,3975,18191
3980,11307,Blake Shelton Feat. Gwen Stefa,Go Ahead And Break My Heart,3966,10238
3981,11308,Blake Wise,I've Got This Feeling,3991,15446
3982,11309,Blanca Navidad,Navidad,3992,20698
3983,11310,Blanchard & Morgan,You've Got Your Troubles,3993,34676
3984,21330,Blancmange,Living On The Ceiling,3994,18055
3985,21332,Blaque,I Do,3996,12972
3986,11315,Blaque,I'm Good,3997,14138
3987,21331,Blaque & N Sync,Dancin' (Radio),3995,6197
3988,11316,Blasck Eyed Peas,The Time,3998,29587
3989,11317,Blazin Squad,Children Of The Revolution,4002,4927
3990,21333,Blazin Squad,Crossroads,4003,5904
3991,11319,Blazin Squad,Here 4 One,4004,11591
3992,11320,Blazin Squad,Reminisce,4005,24191
3993,11321,Blazin' Squad,Flip Reverse,3999,9194
3994,11322,Blazin' Squad,Love On The Line,4000,18733
3995,11323,Blazin' Squad,We Just Be Dreamin',4001,32202
3996,21334,Bleeding Love,Leona Lewis,4006,17290
3997,11324,Blenders,I Am In Love With The Mc Donal,4007,12683
3998,21335,Blenders,I Am In Love With The McDonald,4008,12684
3999,11325,Bless'd,Boo,4009,3557
4000,11327,Blessed Union Of Souls,Standing At The Edge Of The Ea,4011,27328
4001,11326,Blessed Union of Souls,I Believe,4010,12732
4002,21336,Blessid Union Of Souls,I Believe,4012,12717
4003,21337,Blessid Union Of Souls,I Wanna Be There,4013,15495
4004,21338,Blessid Union Of Souls,Light In Your Eyes,4014,17690
4005,21339,Blessid Union Of Souls,Oh Virginia,4015,21687
4006,11331,Blessid Union Of Souls,Standing At The Edge Of The Ea,4016,27327
4007,11332,"Blessid Union Of Souls, The",I Believe,4017,12727
4008,21340,Blind Faith,Can't Find My Way Back Home,4018,4342
4009,11333,Blind Faith,Can't Find My Way Home,4019,4343
4010,21342,Blind Faith,Presence Of Lord,4020,23390
4011,11336,Blind Faith,Running To Stand Still,4021,24924
4012,11337,Blindside,Sleepwalking,4023,26434
4013,11338,Blink,All The Small Things,4024,1063
4014,21343,Blink 182,Adam's Song,4028,402
4015,11342,Blink 182,Aliens Exist,4029,763
4016,11343,Blink 182,All The Small Things,4030,1060
4017,11347,Blink 182,Always,4031,1202
4018,11348,Blink 182,Bored to Death,4032,3624
4019,21347,Blink 182,Down,4033,7346
4020,11351,Blink 182,Dumpweed,4034,7680
4021,21348,Blink 182,Feeling This,4035,8889
4022,21349,Blink 182,First Date,4036,9085
4023,21350,Blink 182,I Miss You,4037,14184
4024,11356,Blink 182,Josie,4038,16091
4025,11357,Blink 182,M And M's,4039,19244
4026,21353,Blink 182,Man Overboard,4040,19290
4027,11359,Blink 182,Point Of View,4041,23164
4028,21354,Blink 182,Rock Show The,4043,24630
4029,21355,Blink 182,Rock Show,4042,24627
4030,21356,Blink 182,Stay Together For The Kids,4044,27494
4031,21357,Blink 182,What's My Age Again,4045,32626
4032,11366,Blink-182,I Miss You,4026,14181
4033,11367,Blink-182,Rock Show,4027,24628
4034,21358,Blizzard,Jim Reeves,4046,16014
4035,21359,Bllly Ray Cyrus,Burn Down The Trailer Park,4047,4046
4036,21360,Bllly Ray Cyrus,Crazy 'bout You Baby,4048,5818
4037,21361,Bllly Ray Cyrus,Give My Heart To You,4049,10177
4038,21362,Bllly Ray Cyrus,You Won't Be Lonely Now,4050,34713
4039,11368,Blnk 182,All the Small Things,4051,1061
4040,21363,Bloc Party,Banquet,4052,2551
4041,11370,Bloc Party,Flux,4053,9223
4042,11372,Bloc Party,I Still Remember,4054,14966
4043,21364,Bloc Party,One More Chance,4055,22022
4044,11373,Bloc Party,The Prayer,4056,29340
4045,11375,Blonde & Craig David,Nothing Like This,4058,21436
4046,11379,Blonde Feat. Alex Newell,All Cried Out,4057,853
4047,21365,Blondie,Atomic,4059,2028
4048,21366,Blondie,Call Me,4060,4231
4049,21367,Blondie,Denis Denis,4062,6525
4050,21368,Blondie,Denis,4061,6524
4051,21369,Blondie,Hangin On The Telephone,4064,10997
4052,21370,Blondie,Hanging On The Telephone,4063,10990
4053,11386,Blondie,Heart Of Glass,4065,11379
4054,11392,Blondie,Maria,4066,19328
4055,11396,Blondie,Nothing Is Real But The Girl,4067,21431
4056,21373,Blondie,One Way Or Another,4068,22128
4057,11401,Blondie,Picture This,4069,22964
4058,11403,Blondie,Rapture,4070,23927
4059,21376,Blondie,Rip Her To Shreds,4071,24413
4060,21377,Blondie,Sunday Girl,4072,28013
4061,21378,Blondie,The Tide Is High,4073,29584
4062,11415,Blondie,Tide Is High,4074,30095
4063,21380,Blondie,Union City Blue,4075,31327
4064,21381,Blondie,X Offender,4076,33962
4065,21382,Blood Sweat & Tears,And When I Die,4087,1488
4066,11427,Blood Sweat & Tears,God Bless The Child,4088,10258
4067,21383,Blood Sweat & Tears,Spinning Wheel,4089,27263
4068,11429,Blood Sweat & Tears,The Spinning Wheel,4090,29553
4069,21384,"Blood, Sweat & Tears",& When I Die,4077,1487
4070,11433,"Blood, Sweat & Tears",Hi De Ho (That Old Sweet Roll),4078,11859
4071,21385,Bloodhoud Gang,Bad Touch,4079,2463
4072,11434,Bloodhound Gang,Along Comes Mary,4080,1168
4073,21386,Bloodhound Gang,Bad Touch (The Mammal Song),4081,2464
4074,11439,Bloodhound Gang,Fire Water Burn,4082,9076
4075,11440,Bloodhound Gang,Mope,4083,19951
4076,11441,Bloodhound Gang,The Bad Touch,4084,28890
4077,11442,Bloodhound Gang,The Ballad Of Chasey Lain,4085,28892
4078,21388,"Bloodhound Gang, The",Bad Touch The,4086,2465
4079,21389,Blow Monkeys,Diggin' Your Scene,4092,6710
4080,11444,Blow Monkeys,It Doesn't Have To Be That Way,4093,15000
4081,21390,Blu & Sean Paul Cantrell,Breathe,4094,3832
4082,11447,Blu Cantrell,Hit 'Em Up Style (Oops,4096,11978
4083,21395,Blu Cantrell,Till I'm Gone,4097,30146
4084,21391,Blu Cantrell & Sean Paul,Breathe,4095,3834
4085,21396,Blue,All Rise,4098,1016
4086,21397,Blue,Breathe Easy,4099,3840
4087,11458,Blue,Bubblin,4100,3983
4088,11460,Blue,Capture Your Heart Karaoke,4101,4485
4089,21399,Blue,Curtain Falls,4102,6074
4090,11462,Blue,Fly By,4103,9232
4091,21400,Blue,Guilty,4104,10843
4092,21401,Blue,I Can,4105,12776
4093,11465,Blue,If You Come Back,4106,13384
4094,21402,Blue,Leann Rimes,4107,17189
4095,11466,Blue,Make It Happen,4108,19132
4096,21403,Blue,One Love,4109,22002
4097,11468,Blue,Parklife,4110,22692
4098,21404,Blue,Signed Sealed Delivered,4111,26092
4099,11470,Blue,Too Close,4114,30450
4100,11452,Blue & Elton John,Sorry Seems To Be The Hardest,4113,27059
4101,11455,Blue &.Kool & The Gang & L'il,Get Down On It,4115,9886
4102,11471,Blue Bayou,Linda Ronstadt,4122,17782
4103,21405,Blue Country,Good Little Girls,4124,10516
4104,21406,Blue County,Good Little Girls,4125,10517
4105,21407,Blue County,Nothin' But Cowboy Boots,4126,21413
4106,11477,Blue Highway,It's A Long Long Road,4131,15138
4107,11478,Blue Highway,Lonesome Pine,4132,18201
4108,11479,Blue Magic,Side Show,4134,26071
4109,11483,Blue Mink,Banner Man,4135,2550
4110,11484,Blue Moon Boys,Santabilly Boogie,4136,25092
4111,11485,Blue Murder,We All Fall Down,4137,32079
4112,11486,Blue Oyster Cult,(Don't Fear) The Reaper,4138,6
4113,11487,Blue Oyster Cult,Burnin' For You,4139,4059
4114,11488,Blue Oyster Cult,Don't Fear The Reaper,4140,7033
4115,11494,Blue Oyster Cult,Don't Fear The Ripper,4141,7034
4116,11495,Blue Pearl,Naked In The Rain,4142,20636
4117,11496,Blue Rodeo,5 Days In May,4143,214
4118,11497,Blue Rodeo,Bad Timing,4144,2461
4119,11498,Blue Rodeo,Five Days In May,4145,9125
4120,11499,Blue Rodeo,Head Over Heels,4146,11273
4121,11500,Blue Rodeo,Lost Together,4147,18456
4122,11501,Blue Rodeo,Til I Am Myself Again,4148,30122
4123,11502,Blue Rodeo,Try,4149,30841
4124,11503,Blue Suede,Hooked On A Feelin,4192,12263
4125,11504,Blue Suede,Hooked On A Feeling,4193,12268
4126,11505,Blue Swede,Hooked On A Feeling,4194,12264
4127,21408,Blue ft Stevie Wonder,Signed Sealed Delivered I'm Yo,4112,26095
4128,11507,Blue's Clues,Blue's Clues (Tv Theme),4116,3475
4129,11508,Blue's Clues,Buddy Boogie,4117,3990
4130,11509,Blue's Clues,Colors,4118,5259
4131,11510,Blue's Clues,Oranges Grow On Trees,4119,22390
4132,11511,Blue's Clues,Planet Song,4120,23045
4133,11512,Blue's Clues,So Long Song,4121,26665
4134,21415,Bluebells,Young At Heart,4123,34376
4135,11516,Bluegrass Album Band,Big Spike Hammer,4127,3147
4136,11517,Bluegrass Album Band,Blue Ridge Cabin Home,4128,3471
4137,11518,Bluegrass Album Band,Somehow Tonight,4129,26770
4138,11519,Bluegrass Album Band,Your Love Is Like A Flower,4130,34586
4139,11520,Blues Bros,Everybody Needs Somebody to Lo,4150,8349
4140,11521,Blues Bros,Rawhide,4151,23951
4141,11522,Blues Bros,Rubber Biscuit,4152,24819
4142,11523,Blues Bros,Think,4153,29742
4143,21416,Blues Brothers,634 - 5789,4154,221
4144,11525,Blues Brothers,634 5789,4155,222
4145,21418,Blues Brothers,Everybody Need Somebody,4156,8346
4146,11527,Blues Brothers,Everybody Needs Somebody,4157,8347
4147,21420,Blues Brothers,Everybody Needs Someone,4158,8350
4148,21421,Blues Brothers,Expressway To Your Heart,4159,8589
4149,11532,Blues Brothers,Funky Nassau,4160,9721
4150,11533,Blues Brothers,Ghost Riders In The Sky,4161,10006
4151,11534,Blues Brothers,Gimme Some Lovin,4162,10045
